50 16268 16268
37.16823040960533
-6.7603773817139405
0.6270334903241418
22.511659483282276
-3.782352836235355
0.6494674424741653
22.191266231569116
-3.528995279797877
0.6967533681231322
21.666040052794845
-3.1811010301740765
0.6631969447445116
21.81683525047001
-1.6004569919508747
0.685887033508167
21.884789895268092
-1.507110514833848
0.7361461208623491
21.469727946735333
-1.2548495438515646
0.6853561503779665
21.77658739810426
-6.412324834111748
0.8325166415537191
20.318019951510657
-3.203339259762894
0.8254754713951356
20.038614301456263
-3.3001032237761687
0.8303475702717751
19.81796516488444
-2.735723114909919
0.8028215861452309
19.54920473754153
-2.6331724170983932
0.908762584626637
17.855350075442658
16.674198442653285
1.1887272108712625
18.0370499507068
12.963180508997821
1.2538067891682898
16.377241625459163
13.524030033102527
1.2704364945631406
16.433593138695436
14.032509130426334
1.2453729379561054
16.701628051262755
12.98870330982059
1.3528137912722549
15.832563877497691
13.779795717251341
1.9895364177729458
16.826410161660753
74.06952670222516
-18.489291834437086
66.77050835598719
66.77084839027599
-15.921434246442706
57.66947333878519
70.16036846765573
-16.51947227832305
62.30474974267072
71.69574410859856
-16.70471703260757
63.661909269180484
-19.282879243493287
-15.421517257117
77.59443743481728
64.95622644449995
-15.039957971299243
61.101390688163484
64.15710689052077
-14.687504348967815
60.517225530011295
61.68557101616317
-14.133663646721036
58.87322192004079
-32.16778412901883
-13.660392268981274
75.31116666690463
-28.954435029390666
-14.922832189647929
80.56592788448927
-26.54626216285725
-14.26830452378132
77.88717760677345
64.39348290345785
-13.994111131524926
61.247282886292325
64.76480475874267
-13.800167979661445
61.16423972309115
68.62204495951127
-14.53091919937443
63.53821598483258
-30.757744352961595
-13.360687053954756
78.19442721914781
-27.8572892595191
-13.652166278172096
78.19983595601892
-25.059706327928183
-13.492283336177735
76.87362422273502
-26.113626546963992
-13.459176905396273
77.79914450489747
-23.334027776734047
-13.30128297799239
76.47706161497398
-34.79335461511259
-12.985782112070295
81.22084114158446
-26.10054244125845
-12.348869144929711
77.1316283536983
-24.63433915918775
-12.641673240273846
77.46898476126447
-25.335965913138207
-11.752101856352944
77.64468462839343
-27.520364207259632
-10.874397213829948
78.16340066809406
-24.729660114414838
-10.762547623934552
77.51915349980929
-23.85821464805503
-10.57653755496274
77.32023598230873
-23.65024615176688
-11.209239464142863
80.1350632673243
-25.344460927955005
-9.782763358082367
77.67609863334792
-24.297414106928283
-9.863904175931697
77.43254947333962
-23.77485628233332
-9.68068583442912
77.31434170123526
-26.0803349516486
-9.076290505653496
79.26265108711624
-26.793347772042843
-8.990572647806298
79.4289629740437
-25.288093409834428
-9.071905437514195
79.80485081401135
55.06199422319363
-8.960175122451538
68.51597647966007
-29.12798174351464
-7.329826583227474
81.46093288435584
48.518996815183804
-6.1480952253765295
60.634464890067115
52.1700762743889
-6.229635519943638
59.10709290934546
51.9103476374755
-6.054522522786824
59.1698273728845
-31.261002570295602
-5.826512180816818
80.5103377303747
41.98023251296631
-5.425216639816299
61.477610504247906
43.347823474112666
-4.553633135116896
53.97578996644568
44.92818086116677
-4.711179844156856
54.69524795207844
51.64794648063421
-5.259262164393046
59.24245993614225
61.82588833960957
-5.3559197869780535
58.972034648810386
44.98026022224875
-3.868945237092809
54.14696198980377
45.46592882253053
-2.377722961236506
54.605689649030325
60.09645516641915
-2.6223861398040613
57.326457389356655
60.095686766144176
-2.4452009333960145
57.329281503063356
-13.023293088642575
-1.786774050019757
67.60326598514915
-11.294017150148761
-1.9622153790475085
65.61323237883602
-11.486783127416613
-1.7944068576387355
65.15019167711185
-13.05863714061164
-2.368521598762671
81.77779355539948
-10.52051030460329
-1.9471099474915718
73.68114912127922
-6.611870907635629
-1.7128749788885456
57.7311147114687
30.713964759433424
-0.9687826329744312
34.80306019503949
32.620564295555425
-1.0366026248721925
35.41443401175243
-4.4690153108542905
-0.5110375960924529
35.231168647478704
-2.4130814283266626
-0.4945864341488925
34.75556022704038
-1.9899595806350887
-0.48949766919812426
34.531863703562735
30.711859044741015
-0.4805167384012095
34.810846706615784
30.997315457079427
-0.4782326408300125
34.7448147074284
33.21700076307878
-0.4714683286271325
34.85605731765702
35.932106218208155
-0.48932359006907333
36.47649837665379
36.59968304993512
-0.4312592324144092
36.32285340674171
37.61793336274404
-0.4309626395400805
36.57053019802452
37.953443886129236
-0.4322772608137195
36.739067182062584
38.11043819092833
-0.4310209620699554
36.702745069280475
30.53437719481728
-0.08722901627293617
34.25385374906636
16.225156700810796
1.250983379690778
17.326857631574526
16.084043823000073
1.2732223411315666
17.145139436653718
12.871991379367877
1.2876049076713745
16.198946985283623
58.25141113548196
-17.836549742981642
69.6121296460265
65.2448592517827
-15.302406154468493
58.20587096525973
67.95097590379623
-15.35501623442967
58.209255830349115
-16.109777424882978
-15.266753953069205
78.2243374348316
-15.868130538161616
-16.16697448017146
82.59991731281784
64.25207027246353
-14.564919510958438
58.49747310399442
66.10639942360886
-14.861222185878903
60.32228831099724
63.994294747671134
-14.091826886833214
56.37414725314905
64.86944609724115
-14.364564008496993
61.49850590009767
66.3552036282426
-14.495819808234664
62.77426199581548
69.61612139956242
-14.902784896128543
64.54692508498738
67.5050069789254
-14.311914275342412
61.59518263056368
63.56534354519359
-13.2084710858453
57.96244480915414
-18.96398072665432
-14.417649591891028
82.71655052811765
69.61253712725906
-14.178052437936394
64.5595690967065
-24.549119932540663
-11.00419749413452
71.63418621093626
-29.11594908154971
-11.669523225671666
80.58243256027421
-29.169946767649886
-11.785992281055888
81.27111278194948
-25.864397437147005
-11.871753468113424
81.02764422206008
-24.406318083000784
-11.706842798310209
81.3233234857951
-25.557813495274015
-13.406445893550503
90.4697434096195
-25.733692659884273
-13.052825025764273
89.62586372737948
-28.552231465767786
-11.045449110802847
83.22113527594752
-25.869267127429655
-10.887112148905254
81.04482272184777
-24.797840236251954
-11.264349878163298
84.41112486810786
-27.775110005101894
-8.020865610311105
83.05069899598325
-24.49539678373444
-9.888876574758852
80.67369677746512
-25.807149637472683
-9.385585633567574
84.7257030796032
-29.149906658991576
-8.393466943419018
84.16648276337203
-27.261730850098722
-8.125804889992448
81.48153935849538
40.212164899859175
-6.44359889240532
55.064495371013294
-28.75819066680675
-7.852668947859501
88.82540277063644
49.743671728703056
-6.414373567134121
61.96640122285298
51.48313769701185
-6.029528770368783
58.635843809511826
60.02356245099779
-6.0119984040264045
56.918873249464795
42.647802561781795
-4.500848822945748
53.328573842970954
52.50303057285957
-5.310717873235241
58.359981558905204
59.76062307731532
-5.119418229043303
57.007296773635076
-6.593077608548299
-2.299335715188085
59.03276181316273
35.41951679880891
-3.0095223356746574
71.67617705087429
39.954828902325644
-3.0812703290974515
73.09511071230922
-10.32718612395433
-1.063877329942301
36.47861855690879
7.363137029242504
-0.9211586598210604
35.1076081532182
31.93304327686094
-1.7995911681404997
61.591777434659164
32.77086534569719
-1.7153080104817309
64.66753320724725
33.280088274982866
-1.7303063731336517
65.22770785288164
33.45424459259251
-1.7285893276768252
65.17865895816075
29.553029181009123
-1.4753479029144043
56.025027583493426
32.758284287047594
-1.6632630089199703
57.24170276343832
32.822923564526754
-1.5192828366781232
57.78132861683562
32.932185548176996
-1.7060429204787981
56.11125099950167
32.35974931840583
-1.447675831486581
55.2345508300821
15.168910170314998
-0.41444161770159993
33.94026731001395
30.63598634116075
-0.3655253849511343
33.69198835904632
32.77666782921116
-0.41134867890807914
34.290509229257246
35.449144934627434
-0.4024824962738025
34.60409821895169
35.74946799688592
-0.40314141207650767
34.74029360876437
40.05892208155169
-0.3952559861797491
35.63701094532313
-8.764167788419952
-0.33872567753230787
36.159880784101446
-3.9929245107899347
-0.2916849449575083
34.816123249016584
0.10536608172037532
-0.25423334422855626
34.34195468124436
-2.677705580532712
0.1025066815657088
33.390559647614225
23.550521357519187
0.3163711166221541
29.085881335686746
23.772106275480645
0.31855573651917846
29.0234767648752
23.891223922437824
0.3187488309836424
28.86253638496003
24.258888177535177
0.32237371377582125
28.75898845980626
-1.3086855434036018
0.6954701285231351
21.864088683685083
-0.7509933913364787
0.7009685208819972
21.70702282756395
16.421408094360395
0.7316556536930711
17.200049750842094
-0.7782530116622396
0.8044020978635207
20.23301459500397
16.143675995369584
1.1913554173174528
17.388178249584694
16.149656933881356
1.2256302728962287
17.318560581367983
16.142765429871666
1.2538162713561607
17.185869893872344
13.14659260224328
1.253556792888647
16.31626662998612
13.245978009774147
1.3931441029904863
16.290501040416707
14.213148316934781
1.4373315520551448
16.018667170250374
-1.2065513275623918
2.6758579682388834
20.815181162453953
15.22205004953333
3.0491329518750647
20.850159967961986
58.559906858444364
-18.015438816736417
69.89889856556191
69.13577634245505
-17.189403546403234
62.52339164897424
62.26717100883118
-14.770444599716601
55.16300562054954
-14.7903898425442
-15.547010761592023
80.7617073836845
66.97538904773799
-15.3157372979713
60.604495416913274
64.40369626136501
-14.315413193832146
56.649701886192325
66.33205972643266
-14.639227123819879
56.76355519467952
-23.432807346748692
-13.301796504184354
76.70444375307318
-25.33243010931994
-13.278689782118118
81.59636072975796
-18.89969210557248
-15.442618248532078
90.90777487042973
-25.73481211259655
-13.367059002536285
85.88485492589814
-14.789884360806102
-13.703440117516358
86.96355878555552
-27.082293506720227
-12.48657941423332
88.63351242397583
-26.373931607409833
-11.138950030246425
84.69706966492886
-26.382171718005466
-12.9032726762706
95.28991528318561
-26.360420812740344
-10.541600073087874
86.14731593041442
-16.012349105490994
-10.985803562334404
87.42232487190498
-17.268826792096757
-11.149206653793861
89.55769820283439
-19.127366802201735
-10.216550166987172
92.93026828843531
44.520978368815555
-7.233232802575044
60.50788083623334
43.26527380727015
-6.255884192843968
61.643418781338156
44.179518754645706
-6.440551977163958
60.636675610490826
51.59104108135134
-6.142964621036711
58.87813912744307
41.98770732494615
-5.5843762743081875
61.38174207214068
59.055000086228205
-5.175718232663409
55.71650862013659
42.57581193006066
-4.7435135857635204
61.90176705763195
42.57056281447951
-4.690569415544362
61.205244209403304
30.31120208355205
-3.0204882479860116
69.73870136295781
29.346697607808515
-2.8965957807208245
67.04871652210929
29.975255620289072
-2.726833108372228
59.729891436160855
29.782332020289378
-2.5412122487557944
59.22347121161924
29.064874378542445
-2.4457583596605126
58.90029551896767
41.38730466368059
-2.6379006827895015
60.9531351911071
67.77556907166161
-2.7012342190435747
57.29182647240826
27.673776483432185
-1.7982684925536225
63.553996793903295
30.89176800719831
-1.660513587594996
59.44581485333167
34.12490413828452
-1.8598690742970372
58.367293464771834
33.89355332949171
-1.7819383048812665
58.44569297030638
33.81835434826918
-1.744751471018994
57.333776615403806
33.30602124225056
-1.6195549300211134
55.87691676523359
35.315691703681885
-1.7058661025021546
56.28366407420404
38.087301403224146
-1.6628685971093145
57.63906563985974
36.88059583865315
-1.707624991170757
54.163250755974126
36.95242873680882
-1.553199960827528
54.14235659119139
37.71944501223591
-1.5261961314178216
53.37340101488186
24.97569445150743
-0.9022560597678992
29.32738356932022
25.15669004048658
-0.9046091278060926
29.39990149845117
26.551097292658746
-0.7605204426945495
28.674923299752955
28.464581158480225
-0.792892758980001
29.845931772676646
21.12333824443701
-0.48164853143914393
34.5070328293846
22.06554512713509
-0.47803564189659364
34.71034254974657
47.281214114699054
-0.452808454429769
37.49825759108256
-8.959376138072694
-0.41622553104906745
36.82071736778178
27.969352025005463
-0.05571386319137364
29.16341759980941
26.29540124843698
0.3168504887299194
29.178891220798317
26.50421129981927
0.31720611072035354
28.58093768664546
16.064286344137614
0.49803644254984425
17.14021909007458
16.117235768614417
0.5361165095485676
17.12335242784732
20.30869797438457
1.250086851877028
21.201649545515114
16.408455273066096
1.1954249231155853
17.78432626268281
14.888560924323958
1.3414156255657261
17.547294031846768
1.0327678453294378
2.722549040688848
22.087832562159168
14.737814000809017
2.825599364358635
19.872458008048145
62.43083620961594
-15.55066736913332
57.265883803829595
61.700644271008755
-14.626659155893712
53.858340748424155
61.3520970937106
-14.32684631083969
55.43348380375671
66.35592861719569
-14.904010429576502
56.57110928194488
-3.858209621217159
-12.9507166600659
79.63690443308458
-3.3563907370372013
-12.941488869189765
79.44549244241693
-16.17675931828957
-10.49192657040449
84.39313285677964
41.093480423850664
-6.796360933721393
56.10445162463508
55.00351229739951
-8.362178545833801
68.05200914343823
40.39069163874951
-6.060620090042128
56.98285071707529
40.82918834243948
-6.096745470112141
58.03789793597839
45.77563428430996
-6.118340455567497
58.075343329973215
51.19359632155519
-6.138226364553582
58.05196137831412
59.129008025172226
-6.097775649036604
54.327005812581845
38.65440247620564
-5.138815326477693
57.07124428709902
40.98684490621362
-5.286594790988796
57.377542091367104
46.732994297359454
-5.413287705862006
57.72488773799007
47.979517664184336
-5.513661407098537
58.59672060663096
57.972602775192094
-5.066829386739402
54.79062580871077
62.8364170141906
-4.405781158548411
55.819840038681654
40.68585332998038
-2.688783817837212
60.09219610424666
38.302251540727376
-2.389134246106515
53.921561038417465
64.2249770728791
-2.6579969530510152
53.86103624155595
34.23145020717938
-1.8964192659724726
58.829467067718404
33.1074079599786
-1.715463932513781
58.10693177771018
33.27720724821846
-1.7143089088092065
55.854720126774765
35.85883482719209
-1.7444291027384433
57.05573424088942
37.40525528865906
-1.847985203869197
53.75299064069256
37.61841903978268
-1.8440650567284496
53.67168223338429
37.58315224747358
-1.598363115760283
53.17692589017633
38.684232025840195
-1.8244642304564118
53.265146485909206
39.39273848643776
-1.5832996478742443
52.99978009348869
25.63247089254818
-0.8790565662395027
29.130427379622375
27.511261255810744
-0.8983376502573635
28.809914186489625
1.4992538423249768
-0.8181069408728354
34.78652145453364
2.785466156364646
-0.8280194867808299
34.29519677754419
6.387716374933403
-1.7727932693776662
73.20786037588181
4.1310968532715275
-0.8109573722960532
34.08814553325642
-0.44231991354062616
-0.4094694445670969
34.37966646366702
0.15161954546061618
-0.463551499904005
34.24416511074133
0.01969709402667008
-0.39971201505394194
34.02063497994925
0.15686781401076644
-0.3984500001072445
34.15111447652715
1.5270231669967367
-0.41479595185730156
34.78455410963268
14.90710027705298
-0.2756985086520972
33.36985412870726
21.189124766928575
-0.26936617150258246
33.39648788772821
30.05933188870917
-0.04691992769344086
28.54175397942655
30.170333627712246
-0.04487857023527406
28.49941387913475
29.726423625554467
0.028799220188653496
28.39211051356515
28.48953247066201
0.280825773903075
28.596446921927793
15.843792119923483
0.43066264347244265
17.278029662187627
22.107915742751352
1.091630400485728
22.052320781955178
15.774646431234526
0.6800223711076874
17.30976966825957
1.3324752331674619
0.6542589794290836
22.379136423232975
19.17333309078519
1.1765238502201505
20.414307109927073
55.06025485001603
6.961455417215802
68.3583880349105
16.09417186636383
1.1714233170474053
18.182614628855003
17.111160431122435
1.1117630445620053
18.33987216456417
15.95545199233189
1.0413923139008963
17.248469625620302
16.192370083719197
1.2411254187176102
17.576292785845204
15.951802942705745
1.2144478771304712
17.39862485911696
15.704865789665142
1.178446936470161
16.902547162815182
17.510325056533606
1.2880276179731316
17.57876012269709
15.573972647662815
1.3319623850664
16.955812440748424
59.427749327364765
-15.024856669851683
54.78241859182706
59.83134277306325
-14.211167333434707
54.62547586789407
59.61958877419519
-13.994261611251083
53.28992885425334
66.21587188064008
-14.900712499369478
56.51223407557628
70.26369642291426
-15.757621493227843
59.13636367458589
-7.489600582425472
-15.296503754676973
83.88639471838238
-5.441182312138055
-15.01347706452486
82.27807867711296
-4.28785995910126
-15.232114044621056
82.49505667821063
60.38044506954461
-13.607986539019958
55.89400617142247
-7.250962938089932
-14.396624204838389
83.80318370247284
-7.416687116679934
-14.220940925552577
83.87929838372443
-5.773752988902114
-14.134312359036146
82.44287470212676
-3.145400322729032
-14.403566658115066
82.01703462754999
-2.2986966669128153
-14.840063661023025
83.9031813894385
59.39032646072668
-13.045092086586445
57.108498033909385
59.28268325568396
-12.715937232475476
56.391972584627034
66.35390009911102
-14.016602650901028
60.87703999877153
-7.424332369788946
-13.326014259598567
83.90311126810766
-4.056871065913211
-13.437307899175934
82.43566006678061
-3.4821993117476433
-13.425750935620371
82.18593256577645
-3.8128788364107566
-13.1638772124431
82.33577044040784
-1.8418092564937756
-13.213746663878434
81.47718805842177
65.32970230741185
-13.46858674589926
63.24557861239299
-12.831359005895454
-13.069240927960845
87.75472968348248
-8.997531663781755
-13.027518671711142
88.45138752717718
-3.300141948999326
-12.65521648403187
82.86330522251572
-3.947164149750318
-12.524924547116594
83.90241330160951
-15.383236068182866
-12.900793516087433
93.75680737550769
-5.044151346156945
-11.724272984497615
84.39794210236313
-5.053126009822365
-11.424166169705053
83.65406511495655
-3.4982616932312163
-11.546404608195612
82.23594282786736
-2.323959170033809
-11.883919933698294
83.98185271978832
-7.434624258814614
-11.178310711662004
87.00887196262764
-5.8074941084672655
-10.534833405440367
84.0025871847661
-19.120674766507136
-10.189011404691826
91.32751267257626
49.785804972619275
-8.834287621531345
63.7984619793005
40.04133602273853
-6.668146087750515
54.472759272455924
39.17956782639423
-6.451128735461202
54.852615437409185
58.52670127281763
-7.083151633488509
54.63249693027357
38.528731017042055
-5.761172076509482
55.15153125149755
37.63215522104724
-5.645439596243139
54.99227988695428
58.024916982230806
-6.222690734563543
54.16155292649126
57.5360769518175
-5.918493927120157
53.00584572898857
44.036064971728386
-5.103033494613886
54.48850742230611
50.2173870929199
-5.59057208510654
57.57242890848362
50.05504525300954
-5.418473989736524
57.64699014074447
8.858151821540766
-1.2435562029551952
22.041805535300128
38.01385007361003
-4.209204086449266
55.41104164865377
37.86501348660079
-4.051678727489058
54.38538995684213
43.60300859490861
-4.1749189694225635
52.98044255140178
44.51694759170853
-4.244886799683292
53.715789281857724
57.612684921119616
-5.659170444171267
52.978456499659586
42.17256262314839
-4.00434377420981
62.54100731455072
38.337658191934665
-3.6150822131765468
55.84584311061454
17.040622203456092
-2.3325178060663703
47.94302921106843
9.04392623649396
-0.9321479799355077
22.351953763745712
42.637574737137065
-2.4979971500951166
52.34480739108449
28.964597409698644
-1.3124709821121208
28.234756304680317
-5.88339964665503
-3.6416350675895894
92.53902100326567
26.723997716227746
-2.614369842032517
69.29321789612152
26.95796429918014
-2.5800690339677805
68.46852550939202
27.729505706456997
-2.6243672388543207
69.59450711833065
31.068888890668358
-2.1390485257747667
57.927679033812524
33.69431730962748
-1.8744727813378632
57.34356436945939
36.950395486159714
-2.0663249131390944
56.484776873602875
36.45509024431304
-1.8299616924429296
52.47820705588856
36.07093573985618
-1.7832847225205803
53.142934032181955
37.73798355938019
-1.918569999098637
52.91982118897882
28.010368404413402
-0.8329733552649722
28.660839164026715
31.70678006359992
-0.9433598388604553
28.75324534403099
2.95425293228821
-0.9101088181250219
35.097613632331225
3.080498519022382
-0.8140782330727241
35.24124315722045
3.080498519022382
-0.8140782330727241
35.24124315722045
34.727175232924
-0.436511457886824
29.024592686982313
21.393924076087586
-0.34952831688430297
33.86441814797761
22.909185543862613
-0.2777441705743333
33.20689465870519
29.02447423458404
-0.08372780816381858
28.23683780647206
-1.4188736349169924
-0.311733143741074
34.78940089561243
18.425747568640457
0.12477781063913518
32.58599757999295
18.49549233442709
0.1261804160578716
32.555689519884254
19.3804624682273
0.14429241582287355
32.43736617488287
19.98826857499415
0.11814255432814924
32.307275467548195
20.129634918036093
0.12098556420006862
32.24584168700346
20.200318793332997
0.12240700029669965
32.21512760969839
28.149802788838226
0.1650630732359405
29.17003247021563
28.16390943300971
0.16642802142944002
28.887959618169717
28.660260481775204
0.253822230600546
28.674041148334187
30.139275073952415
0.28299717876871927
28.447151545437812
31.34608023800666
0.3062831881764411
28.641675000705433
33.02240142004784
0.33875218153175574
28.821587513477326
16.131202970957318
0.4059270073277438
17.358520336620415
15.986272511815148
0.6282261470599826
17.426656544788976
15.667382787888128
1.2160549517236767
18.269691804604292
15.918568516086221
1.1119405660148276
17.467181314202342
16.079835228700933
1.1503792895349185
17.62064312951986
16.29976963628004
1.136930727895052
17.30192437574228
14.963420009021405
1.300621540236906
17.88700666554216
18.732564640466723
1.830650882954346
20.360517022311672
46.54160048457322
5.961415546822043
37.4689586951433
18.33550692572219
2.175112644830627
19.74318060964874
20.337070890274845
2.459265783266849
20.104852792398383
61.06796468163217
7.985209905144737
39.63526563579476
20.814430253388835
3.113191872227891
24.03754266027862
68.80059638983472
-13.62339907493123
44.17705140453435
78.67278856797036
-15.615589309090861
49.57612056514989
73.41982256254998
-14.502439483225304
46.663410266707736
-8.127893326866856
-16.652389044153804
88.24323473943954
61.528543411463886
-15.13828034735988
58.02396409022998
59.643399597163125
-14.328301292366707
54.941933013370026
59.37026325001266
-14.174641646098472
54.324562577006546
59.341254664164666
-14.018835444271764
53.60266388587596
-12.687686942183984
-15.344988769175682
86.8912603554279
-11.285616776345048
-15.289048982044523
86.89817854515448
-6.65906077591836
-15.556330884538488
86.78940817714435
-3.3169649076805126
-14.762920491145422
80.94200362271468
61.806790295951046
-14.293193686653815
57.064764996994256
60.530480457560834
-13.714358176535963
56.07804499282267
64.2643267773265
-13.908357443569466
54.23618987597082
-8.142854448114171
-15.02457471633355
88.28657552471456
-8.27545844851619
-14.518219600788715
87.60783937247709
-1.4053944671910936
-14.30927994719824
83.49183554145594
58.428907363194455
-12.690208621946358
56.347094045987745
59.74148044599903
-12.660964137893624
55.70177641220583
-8.170911160891821
-13.574144828921035
86.83763110263149
-7.076319587110557
-13.864928986003827
87.03213940336164
-6.915663758829428
-13.861349413899495
86.95315406004464
-5.308146316346667
-13.598947623050705
85.42821855584893
-3.5608064274218947
-13.382840226393242
84.57306671797906
-3.4649133543317343
-13.42642126563011
85.26452106010198
-3.101245376867939
-13.69550259569454
86.60605617832597
-2.016563948348029
-13.662681666418212
84.54652338566886
-1.8356094525283662
-13.810365528135996
86.76849861427857
72.1363824869733
-12.957036211538021
56.41101686690239
-6.9247148553407065
-12.876935762118366
86.9793658966408
-6.683736246895922
-12.871566518351994
86.86089040575006
-5.240321870114176
-12.570874962332597
86.15718061986763
-9.527416183477245
-12.353277200555409
91.39108144912926
-5.087891204666684
-11.672373299301945
86.10202270300695
-2.1133404593068774
-11.874629139080161
84.63367001811514
-1.7217550602117315
-12.019297373202779
85.9642072462986
-2.0848623876436023
-11.633299350495605
85.38017555145986
-6.3001971491283335
-10.893791199695096
86.7158498539066
-3.347549462112808
-10.63187106207914
84.52891291799558
-3.6437565355153905
-9.85898016054859
86.18658735417772
52.324646332551666
-9.623350371589265
67.17694394430063
38.808664512852566
-6.4803757538477225
54.364714606944595
39.635588964162274
-6.538674808510931
53.95647134206459
-14.086805595860117
-9.082893126068988
98.9301553701362
39.07913308263587
-5.93728668981099
54.243606463604195
38.45806059606017
-5.797677994823642
54.55234399481531
43.37637804123483
-5.823411096957221
55.00485235562749
57.20184410901377
-6.182201544445431
54.828749023839805
56.1073744842578
-5.924007282234381
52.56106838836327
-5.5550178599731845
-7.295507297987044
90.37057413741258
37.6640783580766
-5.253107468576152
55.50912965611019
37.763907953678846
-5.199358713518126
54.90718952996254
37.91079988672594
-5.065717161194271
55.95592761036474
38.864121029474035
-5.021399012752682
54.36966872164903
38.65686243061002
-4.949293297951478
54.47326174234294
43.540943398923716
-4.991545516200302
53.761191382001684
50.677266689801534
-5.707461983700344
58.05021878169153
50.51582702936652
-5.445296162115569
58.13546337034085
50.313051458292804
-5.434196340499882
56.10539956288458
56.48065774821615
-5.578156529023414
55.19701686030771
56.71895749703866
-5.995460168123232
52.25850734225786
-6.318833372027055
-6.886219291757014
96.09798631711091
-3.230221348265501
-6.449607728351518
87.61751548870375
-2.302975970259
-6.649067500426579
92.26418256416393
38.41648070529461
-4.521428232149237
56.87857525540735
37.68518517815037
-4.126987577977244
54.96962906306934
42.98674279861812
-4.008863347647303
52.36315438735213
48.7644762564884
-4.641267374207844
56.20311711852412
37.679546755022294
-3.5133272747179385
54.985971278904785
-7.190520245412728
-2.9597162509461676
61.197809430675214
16.974921452862706
-2.2819023442734645
46.754467143040046
38.33045488267123
-2.932047840400779
56.956035795260185
38.13769291088218
-2.527868176900072
53.70343994890807
42.76608895196606
-2.4793149777400383
52.50555202358852
32.718377127773806
-1.365880710442964
28.622363666702118
33.5609224202098
-1.3726845244897974
28.67835286509213
33.22781402982097
-1.33038456132672
28.68479245363349
-6.822278360349285
-2.3094883220449
59.28784063304661
23.138504937514064
-2.379574480222473
62.167194356886256
23.68861251501238
-2.290594421866241
61.898437698166504
36.35726727040374
-2.0083239309334338
55.6699714079102
36.83993460825358
-2.074293079506436
55.43097981379055
36.48255310765723
-2.0151195268330993
54.00397221147452
33.76545174047726
-1.652249970424751
50.12070105770183
34.316887426743584
-1.7081616770021757
49.84807989265585
34.755884522100715
-1.715590292867146
50.0691675704187
38.539332434047736
-1.926448004713101
51.96996644492697
44.34403086954235
-1.830370811751572
51.74333350496241
34.33491743490834
-0.8596888732200627
28.308780541641305
25.678539388964463
-1.4637181158726926
60.3931986503852
14.241466233872535
-0.8147794286610139
33.903595427984925
9.775308895652646
-0.5764494532461026
23.381431625312203
32.675116545925434
-1.4667574892646669
59.77161513315618
32.38531739515782
-1.3591924838570657
56.034869455635565
32.88726525055866
-1.247070953040744
52.35401901824332
14.864316924929685
-0.4394826900930451
33.48529059688866
14.960050719474255
-0.36574127559915093
33.439806414304904
22.354952753740665
-0.36477259405415363
33.1374167142596
21.887713183445108
-0.3260590928116468
32.783120950223775
21.7112931586563
-0.29075248226058853
32.87072387726324
23.25406050083629
-0.27804940881336776
33.61649069737448
23.327852875709915
-0.27640515472054583
33.580209054742056
25.096319540106684
-0.28059625818066264
32.86822291005684
28.088157293845523
-0.24566142235196592
33.423880542487225
-2.6239327018756566
-0.39534242427646765
35.977059813856414
-2.6747561304937504
-0.36830105555857545
36.00266950162829
-2.118009600936958
-0.41224371834435064
35.72770347309165
-1.9915939618613194
-0.4094270548245222
35.66554995919671
-2.042678862163439
-0.3542176839454643
35.69191302074308
-1.3600336314490216
-0.3390077268765705
35.35629514307138
-1.0173360872345567
-0.38786266093953686
35.26084160971648
-0.8793945106071672
-0.35647243283437385
35.11936949752716
-0.20587300718246793
-0.34151596165529624
34.86251606029427
-0.12977463380958865
-0.33982047358351225
34.82510281221833
0.2763456630861194
-0.3590381411267321
34.62481179190482
0.4029173986186092
-0.3279515637538391
34.563208404068064
19.878466590190087
0.0629189689396214
32.672207286519644
20.020909302701014
0.14157656831948456
32.20809536565626
21.590489438121132
0.10028224570991345
32.23682991694029
31.43406795548388
0.19465669373966843
29.134937790833128
31.505856917229167
0.27923128238506556
28.499859668693162
30.99056609104244
0.3089216151399715
28.03271007755913
32.05403435112774
0.2923734320654243
27.937843293174836
33.033792422400666
0.31136617251634713
28.350235874516308
33.83994198923138
0.3278482936072272
28.420192661880655
34.577869027158044
0.34429004407626573
28.05739586168273
36.43501307741685
0.4249085171944185
28.119210369030853
0.21093494460896567
-0.05388982107023943
34.297150614276255
30.700359262398546
0.6079601785607722
27.49266288077359
21.203214443712668
1.0791113822193645
21.04848215519828
16.645052610574005
0.7501930380798643
17.823759314131635
23.47438507875581
1.1158517197341886
20.15141623407235
11.42633148775721
0.9337888265972663
21.515467499587224
18.876109101785897
1.1776403850688795
20.33001261662768
-0.398740673908772
0.9715540842392575
27.14222797571864
16.050760880905482
1.1180928804411345
18.124363824924586
15.47345016750859
1.3304498377878093
18.413173570057896
16.76417656040088
1.3245591632731335
17.77782878895789
17.137625115359906
1.2982307770732004
17.593460599581597
16.935194886443952
1.328369593874961
17.693749856713964
17.619266505435156
1.3436115110770959
17.35743070891632
15.887165390011099
1.5496204203163424
18.558686847391414
16.133252471530717
1.7539178394426431
18.620713471919885
16.547233660255618
1.8251337979680118
18.632695027665786
183.94383098049565
-37.214840983690756
101.86830030430413
-9.001882290224431
-16.55948359572373
91.68638543778708
61.47582671156121
-15.175510246761888
57.65957667776013
63.635898646706615
-14.51247656710288
53.94890445584849
-3.2221783916500635
